OTU,SampleID,Reads,DataFrame,ConsensusLineage,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU595,S008836,15,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1145,S008836,15,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU929,S008836,15,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU1256,S008836,15,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1032,S008836,14,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Nymphaeales; f__Nymphaeaceae; g__Nymphaea; s__Nymphaea candida,Eukaryota,Streptophyta,NA,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea candida,2,4,5,27,55,241,608
OTU4108,S008836,14,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia constricta,2,4,5,19,38,208,535
OTU3799,S008836,14,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU1297,S008836,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1751,S008836,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU2790,S008836,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU3470,S008836,13,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU190,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Nyctaginaceae; g__Boerhavia; s__Boerhavia erecta,Eukaryota,Streptophyta,NA,Caryophyllales,Nyctaginaceae,Boerhavia,Boerhavia erecta,2,4,5,13,28,166,376
OTU229,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4867,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1242,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2492,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Viguiera; s__Viguiera excelsa,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Viguiera,Viguiera excelsa,2,4,5,10,13,116,243
OTU1666,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1427,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1357,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3160,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3188,S008836,12,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1185,S008836,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2911,S008836,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3789,S008836,11,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Iva; s__Iva xanthiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU440,S008836,11,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Aristida; s__Aristida junciformis,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida junciformis,2,4,4,7,10,23,35
OTU2597,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU3988,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU2163,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Iva; s__Iva xanthiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU3023,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1161,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2192,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1704,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia deltoidea,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia deltoidea,2,4,5,10,13,75,166
OTU2087,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7390,S008836,10,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1110,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1907,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1051,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2040,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Zaluzania; s__Zaluzania megacephala,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Zaluzania,Zaluzania megacephala,2,4,5,10,13,119,253
OTU143,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1632,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Alvordia; s__Alvordia glomerata,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Alvordia,Alvordia glomerata,2,4,5,10,13,74,163
OTU1984,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1333,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4776,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU3492,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU21417,S008836,9,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Munroa; s__Munroa pulchella,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Munroa,Munroa pulchella,2,4,4,7,10,53,116
OTU3465,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1730,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1960,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU213,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia halimifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia halimifolia,2,4,5,10,13,85,183
OTU4203,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU5743,S008836,8,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1150,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1880,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1535,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1111,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3402,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Encelia; s__Encelia farinosa,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia farinosa,2,4,5,10,13,85,182
OTU1471,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1521,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3157,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1249,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4700,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU5285,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU22627,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia constricta,2,4,5,19,38,208,535
OTU5207,S008836,7,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1496,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4672,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia deltoidea,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia deltoidea,2,4,5,10,13,75,166
OTU2266,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2016,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1954,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU3496,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU945,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU10404,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Iva; s__Iva xanthiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iva,Iva xanthiifolia,2,4,5,10,13,95,209
OTU1310,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4842,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1417,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7477,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU7145,S008836,6,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU2143,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1938,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU457,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU7078,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU17660,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU1819,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Iostephane; s__Iostephane madrensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Iostephane,Iostephane madrensis,2,4,5,10,13,93,205
OTU5933,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU1925,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU10872,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Ambrosia; s__Ambrosia artemisiifolia,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Ambrosia,Ambrosia artemisiifolia,2,4,5,10,13,75,164
OTU3001,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU8101,S008836,5,spring2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Munroa; s__Munroa pulchella,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Munroa,Munroa pulchella,2,4,4,7,10,53,116
OTU3840,S008836,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU186,S008836,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia constricta,2,4,5,19,38,208,535
OTU7569,S008836,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU4748,S008836,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
OTU2652,S008836,4,spring2017,k__Eukaryota; p__Streptophyta; c__None; o__Asterales; f__Asteraceae; g__Monactis; s__Monactis pallatangensis,Eukaryota,Streptophyta,NA,Asterales,Asteraceae,Monactis,Monactis pallatangensis,2,4,5,10,13,101,219
